channel_i,channel_j,corr_hc,corr_mdd,diff_hc_mdd
0,1,0.4778289443856583,0.463981371950594,0.013847572435064293
0,2,0.4439143328836067,0.22528180365068004,0.21863252923292667
0,3,0.14073319479178498,0.16933362277435024,-0.028600427982565263
0,4,0.3465411646702686,0.20246116116514246,0.14408000350512612
0,5,0.006198338967301708,0.10645880671399362,-0.10026046774669191
0,6,-0.08674070764286283,0.008601066128233033,-0.09534177377109587
0,7,0.5663912219692772,0.5563965610322913,0.009994660936985866
0,8,0.2599339606744359,0.27657096600875003,-0.016637005334314114
0,9,0.22473442771230356,0.23188771802141717,-0.007153290309113602
0,10,0.14527315810293942,0.03965506077363478,0.10561809732930463
0,11,-0.06983191069621024,0.08781811523108231,-0.15765002592729255
0,12,0.0480511161316352,-0.02010966239093453,0.06816077852256973
0,13,0.20944114107479622,0.11129861163573464,0.09814252943906158
0,14,0.11795403169707454,0.19097765410221001,-0.07302362240513548
0,15,-0.02686804043475012,0.18912602265854098,-0.2159940630932911
0,16,0.21229991089480818,0.2509380375642589,-0.03863812666945074
0,17,-0.011215507852780436,-0.045452349005742056,0.03423684115296162
0,18,-0.21211757080239088,-0.027314767937295162,-0.1848028028650957
0,19,-0.2413294306549149,-0.14164470892552936,-0.09968472172938556
0,20,0.1476077060327751,0.22680456536076685,-0.07919685932799175
0,21,0.07225858725903903,-0.017719090775762825,0.08997767803480185
0,22,-0.11678323455152026,-0.15294258204545783,0.036159347493937566
0,23,-0.24478176936767915,-0.318411601376763,0.07362983200908385
0,24,-0.2231694237229806,-0.09382738012559577,-0.12934204359738483
0,25,-0.13031154943476905,-0.22768375253669934,0.09737220310193029
0,26,-0.22899950361689236,-0.2842173385921498,0.05521783497525745
0,27,-0.17574779295857398,-0.2723077829157997,0.09655998995722573
0,28,-0.1727759551619346,-0.20354935088112322,0.030773395719188607
0,29,-0.07683593165757435,-0.021513824163867448,-0.055322107493706904
0,30,-0.09525013591659535,-0.1171842323242248,0.021934096407629444
0,31,-0.06970923409889877,-0.04445602525828259,-0.02525320884061618
0,32,-0.2796614427547669,-0.37974757194826153,0.10008612919349463
0,33,-0.20191580073972962,-0.27980629161090714,0.07789049087117753
0,34,-0.2913141226775148,-0.27112524346749606,-0.020188879210018718
0,35,-0.13494584777338248,-0.16586483641256408,0.030918988639181605
0,36,-0.030120526488520195,-0.05020823741731089,0.020087710928790695
0,37,-0.01141718355400976,-0.07185593959111104,0.060438756037101284
0,38,-0.10743137263327482,-0.2954440464197102,0.1880126737864354
0,39,-0.5201451658104964,-0.3359012600779283,-0.1842439057325681
0,40,-0.37403077074738705,-0.3677170727514294,-0.006313697995957657
0,41,-0.19367446281369205,-0.15457092885338272,-0.03910353396030933
0,42,0.06972291248364124,0.010813578310457346,0.05890933417318389
0,43,0.07949042518892223,0.1681208214708709,-0.08863039628194867
0,44,-0.23747648185539613,-0.20268906469691272,-0.03478741715848341
0,45,-0.2985214748621934,-0.341130563097836,0.042609088235642634
0,46,-0.2680080582848856,-0.2257843316121496,-0.042223726672735995
0,47,0.11884477777729087,0.008096684033940255,0.11074809374335061
0,48,0.14963512229994838,0.026495088264708377,0.12314003403524
0,49,-0.35608387545088305,-0.2441397115759616,-0.11194416387492145
0,50,-0.23167265926938305,-0.2220262737155859,-0.009646385553797154
0,51,-0.23612249385926792,-0.2046414761382939,-0.03148101772097403
0,52,-0.04367014042760804,-0.0306355447000202,-0.013034595727587844
0,53,-0.004958144597126726,-0.022074375241073415,0.01711623064394669
0,54,-0.019811108464840053,-0.017153166690337927,-0.002657941774502126
0,55,0.04315539564808537,-0.10477768192038145,0.14793307756846683
0,56,-0.12312581202620575,-0.2300525844625768,0.10692677243637104
0,57,-0.4447972097133691,-0.3652655692743969,-0.0795316404389722
0,58,-0.1481199302260258,-0.1316436080306341,-0.01647632219539169
0,59,-0.20490929320981324,-0.17214119286206633,-0.03276810034774691
0,60,-0.13581458709934935,0.005308304982146312,-0.14112289208149567
0,61,-0.12752210566550168,-0.03685423563494378,-0.0906678700305579
0,62,0.0015520527994090673,-0.21143992835137107,0.21299198115078014
0,63,-0.2675004933802793,-0.2653010780938713,-0.0021994152864079908
0,64,-0.2610753455685602,-0.23103494376801736,-0.03004040180054285
0,65,-0.14808857804190198,-0.2553728721298785,0.10728429408797654
0,66,-0.09200583288191529,-0.08828002961345084,-0.003725803268464445
0,67,-0.09203261797156997,-0.08863837037068707,-0.003394247600882902
0,68,-0.19692896921824182,-0.2205830075833679,0.023654038365126084
0,69,-0.03451716179871471,-0.15626681397425973,0.12174965217554502
0,70,-0.0154528232619685,-0.09598394468484601,0.08053112142287752
0,71,-0.11199132870995786,-0.14484451908514082,0.03285319037518296
0,72,-0.16533727617880312,-0.12186694485546724,-0.04347033132333587
0,73,-0.11574748983360615,-0.21471956828096864,0.09897207844736249
